-1;-0.0201214;
-0.98;0.989553;
-0.96;1.98233;
-0.94;2.90352;
-0.92;3.70127;
-0.9;4.32968;
-0.88;4.7517;
-0.86;4.94138;
-0.84;4.88561;
-0.82;4.58495;
-0.8;4.05374;
-0.78;3.31929;
-0.76;2.42037;
-0.74;1.40486;
-0.72;0.327035;
-0.7;-0.755711;
-0.68;-1.78619;
-0.66;-2.71078;
-0.64;-3.48252;
-0.62;-4.06376;
-0.6;-4.42827;
-0.58;-4.56255;
-0.56;-4.4664;
-0.54;-4.15264;
-0.52;-3.64607;
-0.5;-2.98163;
-0.48;-2.20207;
-0.46;-1.35512;
-0.44;-0.49044;
-0.42;0.343495;
-0.4;1.10234;
-0.38;1.74846;
-0.36;2.25307;
-0.34;2.59765;
-0.32;2.77473;
-0.3;2.78787;
-0.28;2.65089;
-0.26;2.38655;
-0.24;2.02448;
-0.22;1.59888;
-0.2;1.14587;
-0.18;0.700812;
-0.16;0.295813;
-0.14;-0.042547;
-0.12;-0.29496;
-0.1;-0.450578;
-0.08;-0.507549;
-0.06;-0.472859;
-0.04;-0.361515;
-0.02;-0.195127;
0;-6.02516e-15;
0.02;0.195127;
0.04;0.361515;
0.06;0.472859;
0.08;0.507549;
0.1;0.450578;
0.12;0.29496;
0.14;0.042547;
0.16;-0.295813;
0.18;-0.700812;
0.2;-1.14587;
0.22;-1.59888;
0.24;-2.02448;
0.26;-2.38655;
0.28;-2.65089;
0.3;-2.78787;
0.32;-2.77473;
0.34;-2.59765;
0.36;-2.25307;
0.38;-1.74846;
0.4;-1.10234;
0.42;-0.343495;
0.44;0.49044;
0.46;1.35512;
0.48;2.20207;
0.5;2.98163;
0.52;3.64607;
0.54;4.15264;
0.56;4.4664;
0.58;4.56255;
0.6;4.42827;
0.62;4.06376;
0.64;3.48252;
0.66;2.71078;
0.68;1.78619;
0.7;0.755711;
0.72;-0.327035;
0.74;-1.40486;
0.76;-2.42037;
0.78;-3.31929;
0.8;-4.05374;
0.82;-4.58495;
0.84;-4.88561;
0.86;-4.94138;
0.88;-4.7517;
0.9;-4.32968;
0.92;-3.70127;
0.94;-2.90352;
0.96;-1.98233;
0.98;-0.989553;
